Date,Open,High,Low,Close,Adj Close,Volume
2021-06-21,184.3524932861328,185.36500549316406,178.2274932861328,184.2725067138672,184.14715576171875,67238400
2021-06-22,184.71499633789062,189.6374969482422,183.86000061035156,188.86749267578125,188.739013671875,58014400
2021-06-23,190.07749938964844,191.52749633789062,189.07749938964844,190.57249450683594,190.44285583496094,33235600
2021-06-24,192.27749633789062,194.1999969482422,190.88250732421875,192.05499267578125,191.92434692382812,32092400
2021-06-25,192.80499267578125,193.4550018310547,188.94500732421875,190.30999755859375,190.18052673339844,27836400
2021-06-28,193.6125030517578,200.78750610351562,193.19000244140625,199.85000610351562,199.7140655517578,49543600
2021-06-29,198.8249969482422,200.9875030517578,196.57000732421875,200.2675018310547,200.13125610351562,36763200
2021-06-30,199.99249267578125,201.625,198.6374969482422,200.02499389648438,199.88893127441406,32656800
2021-07-01,201.25,204.55999755859375,200.19000244140625,202.1199951171875,201.98251342773438,48013600
2021-07-02,204.40249633789062,205.05250549316406,202.87750244140625,204.8699951171875,204.73065185546875,34276400
2021-07-06,207.375,208.4199981689453,203.50250244140625,206.98500061035156,206.8441925048828,44670800
2021-07-07,208.53500366210938,208.75,203.32000732421875,203.71749877929688,203.57891845703125,41842800
2021-07-08,198.56500244140625,201.3300018310547,197.00750732421875,199.02749633789062,198.89208984375,50330000
2021-07-09,199.625,200.80250549316406,197.54249572753906,200.50250244140625,200.36610412597656,29662400
2021-07-12,202.39999389648438,205.32749938964844,201.87750244140625,205.125,204.98545837402344,32198400
2021-07-13,204.0050048828125,204.6125030517578,201.13999938964844,202.5,202.36224365234375,29070800
2021-07-14,203.57749938964844,204.17750549316406,197.52749633789062,198.4149932861328,198.28001403808594,38010000
2021-07-15,198.11749267578125,198.47000122070312,188.5850067138672,189.66250610351562,189.5334930419922,55056400
2021-07-16,190.30499267578125,191.57000732421875,180.72999572753906,181.61000061035156,181.48646545410156,68822400
2021-07-19,179.15249633789062,190.4199981689453,178.65499877929688,187.79750061035156,187.66973876953125,74906000
2021-07-20,187.3000030517578,188.3800048828125,181.63999938964844,186.1199951171875,185.99337768554688,43468700
2021-07-21,188.82000732421875,195.27000427246094,187.4199981689453,194.10000610351562,193.9679718017578,37101700
2021-07-22,196.4199981689453,198.8699951171875,192.75999450683594,195.94000244140625,195.80670166015625,32382600
2021-07-23,196.55999755859375,197.0,192.5,195.5800018310547,195.4469451904297,19567200
2021-07-26,193.11000061035156,194.4199981689453,189.13999938964844,192.94000244140625,192.8087615966797,20394300
2021-07-27,192.64999389648438,196.22000122070312,187.41000366210938,192.0800018310547,191.9493408203125,24886300
2021-07-28,193.19000244140625,196.4600067138672,189.9499969482422,195.02999877929688,194.89730834960938,20219100
2021-07-29,195.19000244140625,198.52999877929688,193.27999877929688,196.6199951171875,196.4862518310547,19078100
2021-07-30,194.17999267578125,196.3000030517578,192.6300048828125,194.99000549316406,194.85736083984375,18349700
2021-08-02,197.0,199.61000061035156,193.61000061035156,197.5,197.36566162109375,21744400
2021-08-03,197.39999389648438,202.22000122070312,192.1999969482422,198.14999389648438,198.01519775390625,30181100
2021-08-04,199.89999389648438,203.17999267578125,198.27999877929688,202.74000549316406,202.60208129882812,23130900
2021-08-05,205.0,207.3300018310547,203.4199981689453,206.3699951171875,206.22959899902344,21143500
2021-08-06,205.24000549316406,205.6999969482422,202.10000610351562,203.66000366210938,203.52145385742188,17849700
2021-08-09,204.4600067138672,205.0800018310547,201.42999267578125,202.9499969482422,202.8119354248047,14644300
2021-08-10,203.22000122070312,204.3000030517578,198.35000610351562,199.36000061035156,199.22438049316406,17923800
2021-08-11,200.42999267578125,200.49000549316406,194.3000030517578,196.99000549316406,196.8560028076172,18592500
2021-08-12,198.6999969482422,200.2899932861328,196.1999969482422,199.0500030517578,198.91458129882812,15165200
2021-08-13,199.0500030517578,202.13999938964844,198.50999450683594,201.8800048828125,201.74267578125,18306300
2021-08-16,201.35000610351562,202.8699951171875,194.52999877929688,199.5,199.36428833007812,21087600
2021-08-17,196.85000610351562,197.6999969482422,192.6699981689453,194.5800018310547,194.4476318359375,20458500
2021-08-18,195.0,196.33999633789062,190.0,190.39999389648438,190.27047729492188,28591300
2021-08-19,194.94000244140625,204.9499969482422,187.6199951171875,197.97999572753906,197.84530639648438,76655500
2021-08-20,199.91000366210938,208.64999389648438,199.3300018310547,208.16000366210938,208.01840209960938,67574100
2021-08-23,209.7100067138672,219.97000122070312,209.5,219.5800018310547,219.43063354492188,57580700
2021-08-24,217.52999877929688,219.58999633789062,215.35000610351562,217.92999267578125,217.78175354003906,29729900
2021-08-25,217.3699951171875,224.6999969482422,217.22000122070312,222.1300048828125,221.97889709472656,34770100
2021-08-26,222.0,223.39999389648438,217.89999389648438,220.67999267578125,220.52987670898438,23794000
2021-08-27,221.83999633789062,227.22000122070312,221.6699981689453,226.36000061035156,226.2060089111328,30472200
2021-08-30,228.3000030517578,230.42999267578125,225.50999450683594,226.8800048828125,226.7256622314453,26258000
2021-08-31,226.9499969482422,226.9499969482422,221.1999969482422,223.85000610351562,223.73716735839844,25985000
2021-09-01,224.85000610351562,226.97000122070312,223.57000732421875,224.41000366210938,224.296875,20176700
2021-09-02,225.17999267578125,225.92999267578125,222.9499969482422,223.9600067138672,223.8471221923828,18783400
2021-09-03,223.25,229.86000061035156,222.0,228.42999267578125,228.31484985351562,28053200
2021-09-07,228.3300018310547,228.99000549316406,225.22000122070312,226.6199951171875,226.50576782226562,19810700
2021-09-08,225.1300048828125,226.10000610351562,219.77000427246094,223.38999938964844,223.27740478515625,25443400
2021-09-09,223.1199951171875,225.3800048828125,221.30999755859375,221.77000427246094,221.65821838378906,19685600
2021-09-10,223.47999572753906,226.25999450683594,222.6999969482422,224.77999877929688,224.66668701171875,24837600
2021-09-13,226.83999633789062,229.63999938964844,218.5800018310547,221.52000427246094,221.40835571289062,29750000
2021-09-14,222.75,224.10000610351562,220.86000061035156,222.4199981689453,222.30787658691406,19975500
2021-09-15,223.08999633789062,223.6699981689453,219.66000366210938,223.41000366210938,223.29737854003906,16653800
2021-09-16,221.8300018310547,222.77000427246094,219.27000427246094,222.4199981689453,222.30787658691406,15603300
2021-09-17,223.0,223.2100067138672,218.3000030517578,219.0,218.8896026611328,29450300
2021-09-20,211.4600067138672,214.3300018310547,206.6199951171875,211.1300048828125,211.02357482910156,34944000
2021-09-21,214.1699981689453,214.25,209.5,212.4600067138672,212.3529052734375,20468800
2021-09-22,213.66000366210938,219.60000610351562,211.9600067138672,219.41000366210938,219.29942321777344,26872600
2021-09-23,221.39999389648438,225.35000610351562,218.89999389648438,224.82000732421875,224.70668029785156,24855500
2021-09-24,220.6999969482422,221.49000549316406,218.61000061035156,220.80999755859375,220.6986846923828,21765500
2021-09-27,217.10000610351562,217.99000549316406,213.25,216.60000610351562,216.49082946777344,24521500
2021-09-28,212.13999938964844,214.19000244140625,206.50999450683594,206.99000549316406,206.8856658935547,34306900
2021-09-29,209.39999389648438,210.1699981689453,204.6699981689453,205.1699981689453,205.06658935546875,21839400
2021-09-30,207.67999267578125,210.66000366210938,206.8800048828125,207.16000366210938,207.0555877685547,22100900
2021-10-01,207.5,208.58999633789062,202.02999877929688,207.4199981689453,207.31546020507812,24097800
2021-10-04,205.0399932861328,205.4199981689453,195.5500030517578,197.32000732421875,197.22055053710938,34563500
2021-10-05,199.5,206.47999572753906,198.5399932861328,204.50999450683594,204.4069061279297,27928200
2021-10-06,201.1999969482422,207.1999969482422,200.8000030517578,207.0,206.89566040039062,29720200
2021-10-07,210.9199981689453,213.22000122070312,209.72000122070312,210.75,210.64376831054688,25691900
2021-10-08,211.00999450683594,212.05999755859375,207.75,208.30999755859375,208.2050018310547,15125800
2021-10-11,205.75,210.6300048828125,205.11000061035156,206.9499969482422,206.84568786621094,16338800
2021-10-12,208.27999877929688,210.57000732421875,205.27999877929688,206.7100067138672,206.60581970214844,16213400
2021-10-13,209.17999267578125,209.89999389648438,207.1300048828125,209.38999938964844,209.28445434570312,18065200
2021-10-14,212.8800048828125,217.5500030517578,211.22000122070312,217.4600067138672,217.35040283203125,24358900
2021-10-15,218.10000610351562,219.30999755859375,216.6199951171875,218.6199951171875,218.5098114013672,22699400
2021-10-18,217.49000549316406,222.91000366210938,216.44000244140625,222.22000122070312,222.1079864501953,18949400
2021-10-19,222.75999450683594,223.7899932861328,220.3699951171875,222.89999389648438,222.7876434326172,16147300
2021-10-20,223.0500030517578,224.3300018310547,219.82000732421875,221.02999877929688,220.91859436035156,14627600
2021-10-21,220.97000122070312,227.11000061035156,220.8300018310547,226.9199981689453,226.8056182861328,18759000
2021-10-22,228.22999572753906,231.3000030517578,225.61000061035156,227.25999450683594,227.14544677734375,24938400
2021-10-25,229.72999572753906,233.5500030517578,227.6999969482422,231.66000366210938,231.54322814941406,23023500
2021-10-26,239.88999938964844,252.58999633789062,239.24000549316406,247.1699981689453,247.04541015625,48589800
2021-10-27,244.74000549316406,250.89999389648438,242.82000732421875,244.50999450683594,244.38674926757812,24599000
2021-10-28,248.77999877929688,249.5,245.22999572753906,249.41000366210938,249.28428649902344,23420400
2021-10-29,250.00999450683594,257.0899963378906,250.0,255.6699981689453,255.5411376953125,29250300
2021-11-01,256.489990234375,258.94000244140625,252.27000427246094,258.2699890136719,258.13983154296875,26574000
2021-11-02,258.2200012207031,266.7799987792969,258.0,264.010009765625,263.8769226074219,29411200
2021-11-03,266.70001220703125,267.8399963378906,262.3500061035156,265.9800109863281,265.8459167480469,23991000
2021-11-04,272.2900085449219,313.6499938964844,271.17999267578125,298.010009765625,297.85980224609375,115363100
2021-11-05,301.8699951171875,314.0,294.1000061035156,297.5199890136719,297.3699951171875,85126000
2021-11-08,301.489990234375,311.0,299.07000732421875,308.0400085449219,307.8847351074219,50310100
2021-11-09,322.82000732421875,323.1000061035156,299.6400146484375,306.57000732421875,306.41546630859375,64674600
2021-11-10,293.55999755859375,308.5,287.7799987792969,294.5899963378906,294.4414978027344,63620600
2021-11-11,304.67999267578125,305.8999938964844,297.7699890136719,303.8999938964844,303.746826171875,33217200
2021-11-12,300.1000061035156,306.79998779296875,296.29998779296875,303.8999938964844,303.746826171875,41305400
2021-11-15,305.5199890136719,306.44000244140625,292.4700012207031,300.25,300.0986328125,38490900
2021-11-16,297.5899963378906,303.8999938964844,297.05999755859375,302.0299987792969,301.87774658203125,26448400
2021-11-17,304.17999267578125,305.0899963378906,288.0,292.6099853515625,292.4624938964844,42850800
2021-11-18,323.6700134277344,327.6000061035156,313.2099914550781,316.75,316.59033203125,78171100
2021-11-19,322.42999267578125,330.8800048828125,319.04998779296875,329.8500061035156,329.6837463378906,53386700
2021-11-22,335.1700134277344,346.4700012207031,319.0,319.55999755859375,319.3988952636719,75433500
2021-11-23,315.3500061035156,323.6000061035156,308.79998779296875,317.4599914550781,317.2999572753906,53216300
2021-11-24,314.6099853515625,328.54998779296875,309.2799987792969,326.739990234375,326.5752868652344,43516200
2021-11-26,326.0,327.1000061035156,313.5,315.0299987792969,314.8712158203125,28306900
2021-11-29,323.6600036621094,334.1199951171875,320.3599853515625,333.760009765625,333.5917663574219,45496400
2021-11-30,331.69000244140625,333.5299987792969,318.6400146484375,326.760009765625,326.5953063964844,62206600
2021-12-01,332.19000244140625,332.8900146484375,313.79998779296875,314.3500061035156,314.2300109863281,48436800
2021-12-02,312.1400146484375,324.7799987792969,310.25,321.260009765625,321.13739013671875,47289000
2021-12-03,320.0,321.2900085449219,301.29998779296875,306.92999267578125,306.8128662109375,54432500
2021-12-06,298.79998779296875,302.4100036621094,280.3800048828125,300.3699951171875,300.2553405761719,65893800
2021-12-07,309.57000732421875,324.489990234375,306.510009765625,324.2699890136719,324.146240234375,59305300
